0,1894.300
1,2622.709
2,2651.383
3,2679.751
4,2696.166
5,2713.479
6,2726.259
7,2734.525
8,2741.048
9,2749.084
10,2756.728
11,2761.241
12,2765.925
13,2771.410
14,2775.014
15,2780.008
16,2785.228
17,2789.189
18,2795.907
19,2798.909
20,2802.659
21,2807.151
22,2809.641
23,2812.649
24,2818.292
25,2823.058
26,2826.198
27,2831.069
28,2835.159
29,2838.696
30,2843.588
31,2847.433
32,2851.797
33,2857.223
34,2860.018
35,2865.761
36,2868.845
37,2871.728
38,2874.650
39,2878.916
40,2880.958
41,2883.769
42,2888.674
43,2892.280
44,2894.659
45,2897.582
46,2902.232
47,2905.410
48,2907.820
49,2909.523
50,2912.694
51,2915.934
52,2917.958
53,2919.611
54,2921.521
55,2926.810
56,2929.333
57,2931.302
58,2932.942
59,2936.249
60,2939.553
61,2941.274
62,2944.166
63,2947.248
64,2951.320
65,2954.523
66,2956.896
67,2960.378
68,2964.039
69,2966.594
70,2969.196
71,2972.794
72,2976.051
73,2978.280
74,2980.842
75,2985.515
76,2988.716
77,2995.278
78,3001.523
79,3007.281
80,3011.712
81,3016.473
82,3021.913
83,3027.637
84,3037.300
85,3051.351
86,3073.742
87,3092.435
88,3104.700
89,3123.584
90,3152.133
91,3170.696
92,3205.961
93,3241.666
94,3262.006
95,3281.167
96,3305.117
97,3317.479
98,3330.356
99,3376.505
