0,546.649
1,558.680
2,1014.243
3,1366.368
4,1383.763
5,1391.576
6,1402.832
7,1406.330
8,1410.086
9,1414.993
10,1420.649
11,1425.567
12,1433.898
13,1436.339
14,1438.616
15,1440.645
16,1441.570
17,1444.094
18,1445.977
19,1448.973
20,1451.281
21,1453.951
22,1456.196
23,1457.960
24,1459.468
25,1463.176
26,1466.265
27,1470.130
28,1472.196
29,1473.979
30,1477.741
31,1482.637
32,1484.849
33,1488.037
34,1494.464
35,1497.944
36,1501.080
37,1502.447
38,1504.249
39,1506.992
40,1511.482
41,1512.561
42,1513.831
43,1519.250
44,1521.422
45,1526.271
46,1532.765
47,1538.332
48,1540.874
49,1548.541
50,1556.900
51,1564.274
52,1578.008
53,1595.506
54,1609.616
55,1616.183
56,1632.764
57,1653.723
58,1663.375
59,1669.792
60,1676.880
61,1688.427
62,1699.437
63,1706.819
64,1712.816
65,1719.550
66,1723.632
67,1727.300
68,1737.522
69,1746.675
70,1751.467
71,1757.623
72,1761.527
73,1766.101
74,1771.357
75,1777.577
76,1781.268
77,1786.435
78,1787.901
79,1793.244
80,1797.123
81,1799.407
82,1802.561
83,1804.647
84,1806.947
85,1812.319
86,1817.299
87,1825.838
88,1833.959
89,1839.080
90,1843.148
91,1846.608
92,1859.751
93,1877.490
94,1899.050
95,1910.307
96,1935.501
97,1976.063
98,2003.379
99,2047.787
