0,561.704
1,574.601
2,1000.435
3,1353.238
4,1366.007
5,1384.232
6,1397.530
7,1402.257
8,1408.295
9,1414.421
10,1417.632
11,1422.534
12,1423.919
13,1425.260
14,1427.561
15,1429.625
16,1433.738
17,1434.531
18,1436.058
19,1439.211
20,1442.102
21,1444.050
22,1446.183
23,1447.324
24,1448.458
25,1449.879
26,1451.675
27,1453.418
28,1454.789
29,1456.288
30,1457.884
31,1459.945
32,1460.925
33,1461.906
34,1463.017
35,1463.875
36,1464.662
37,1465.650
38,1466.876
39,1468.943
40,1470.319
41,1472.184
42,1474.734
43,1476.186
44,1481.877
45,1483.305
46,1486.984
47,1492.574
48,1495.359
49,1497.986
50,1499.938
51,1505.591
52,1512.746
53,1519.254
54,1531.783
55,1544.201
56,1555.119
57,1562.358
58,1567.368
59,1572.328
60,1576.967
61,1584.689
62,1589.490
63,1592.445
64,1597.563
65,1603.351
66,1607.742
67,1614.548
68,1621.643
69,1626.372
70,1636.676
71,1649.708
72,1670.237
73,1676.386
74,1682.983
75,1690.294
76,1699.657
77,1705.016
78,1710.145
79,1713.284
80,1715.351
81,1716.878
82,1721.251
83,1723.881
84,1728.799
85,1732.553
86,1735.708
87,1737.323
88,1739.604
89,1746.988
90,1752.321
91,1757.162
92,1762.560
93,1765.354
94,1768.408
95,1771.430
96,1782.898
97,1791.621
98,1806.246
99,1824.105
