0,52.013
1,143.454
2,224.714
3,314.943
4,377.157
5,421.942
6,446.489
7,471.483
8,505.923
9,523.225
10,558.494
11,581.067
12,624.837
13,643.273
14,665.697
15,704.320
16,737.934
17,766.796
18,795.567
19,839.232
20,876.204
21,898.145
22,917.323
23,927.126
24,935.376
25,944.939
26,955.622
27,972.851
28,1018.035
29,1035.602
30,1063.175
31,1078.027
32,1106.726
33,1114.642
34,1123.036
35,1159.248
36,1188.735
37,1217.495
38,1252.500
39,1258.585
40,1301.663
41,1311.834
42,1318.571
43,1329.068
44,1352.609
45,1362.162
46,1368.787
47,1392.275
48,1394.754
49,1409.003
50,1437.905
51,1447.169
52,1451.172
53,1466.021
54,1471.349
55,1479.360
56,1499.405
57,1511.631
58,1591.161
59,1640.625
60,1695.334
61,1711.200
62,1736.037
63,1767.883
64,1770.626
65,1784.279
66,1788.598
67,1793.645
68,1839.992
69,1856.017
70,1874.719
71,1900.139
72,1934.892
73,1938.118
74,1964.214
75,1965.114
76,1988.671
77,2058.503
78,2126.349
79,2152.142
80,2173.202
81,2203.139
82,2208.358
83,2262.517
84,2318.210
85,2339.746
86,2425.433
87,2453.936
88,2498.284
89,2568.591
90,2644.751
91,2748.923
92,2777.067
93,2805.752
94,2814.404
95,2819.391
96,2873.219
97,2941.808
98,3006.005
99,3028.886
