0,543.309
1,556.085
2,973.501
3,1370.432
4,1392.876
5,1401.219
6,1404.920
7,1406.915
8,1410.862
9,1413.097
10,1414.046
11,1417.016
12,1418.747
13,1423.488
14,1427.948
15,1430.501
16,1435.174
17,1437.432
18,1439.428
19,1445.396
20,1448.941
21,1454.895
22,1457.656
23,1461.330
24,1464.197
25,1466.349
26,1467.936
27,1470.007
28,1471.812
29,1474.621
30,1478.375
31,1480.491
32,1482.885
33,1485.086
34,1489.693
35,1496.221
36,1497.924
37,1499.737
38,1503.073
39,1505.657
40,1509.322
41,1513.714
42,1514.834
43,1520.463
44,1529.804
45,1531.938
46,1536.026
47,1550.013
48,1554.488
49,1561.568
50,1571.743
51,1576.219
52,1585.613
53,1591.637
54,1595.536
55,1606.491
56,1609.037
57,1614.787
58,1619.904
59,1624.455
60,1638.588
61,1661.340
62,1703.910
63,1718.257
64,1739.999
65,1750.711
66,1760.073
67,1772.983
68,1777.837
69,1784.837
70,1788.090
71,1793.882
72,1799.644
73,1803.618
74,1808.061
75,1810.827
76,1816.806
77,1821.698
78,1824.930
79,1828.620
80,1833.375
81,1840.726
82,1844.455
83,1847.145
84,1850.284
85,1852.733
86,1859.604
87,1870.047
88,1878.990
89,1893.731
90,1896.847
91,1903.018
92,1912.028
93,1924.688
94,1932.949
95,1938.129
96,1947.364
97,1960.657
98,1979.439
99,1995.884
