0,2001.335
1,2578.973
2,2604.059
3,2628.838
4,2642.892
5,2651.127
6,2660.823
7,2672.291
8,2679.312
9,2687.237
10,2694.732
11,2701.843
12,2709.529
13,2716.239
14,2722.525
15,2727.627
16,2734.621
17,2740.660
18,2747.613
19,2749.711
20,2755.380
21,2761.628
22,2767.904
23,2773.941
24,2781.226
25,2786.448
26,2792.433
27,2799.795
28,2805.437
29,2811.227
30,2816.077
31,2819.503
32,2824.659
33,2828.540
34,2832.126
35,2836.226
36,2839.450
37,2842.079
38,2845.165
39,2848.835
40,2852.736
41,2855.413
42,2857.658
43,2862.507
44,2864.654
45,2866.854
46,2870.100
47,2873.602
48,2876.570
49,2879.350
50,2881.953
51,2884.336
52,2887.502
53,2890.416
54,2892.757
55,2894.999
56,2898.163
57,2900.850
58,2903.884
59,2907.169
60,2909.937
61,2913.531
62,2918.350
63,2920.769
64,2922.454
65,2925.081
66,2928.412
67,2930.817
68,2933.037
69,2936.151
70,2938.253
71,2941.210
72,2945.091
73,2947.332
74,2951.443
75,2956.349
76,2961.438
77,2966.503
78,2970.597
79,2975.164
80,2978.806
81,2985.335
82,2988.421
83,2995.888
84,3002.424
85,3010.559
86,3021.405
87,3035.737
88,3058.200
89,3080.617
90,3118.558
91,3129.343
92,3180.279
93,3207.599
94,3223.442
95,3264.003
96,3283.046
97,3292.525
98,3317.191
99,3361.038
