0,337.014
1,540.030
2,922.740
3,1131.383
4,1383.927
5,1413.621
6,1441.998
7,1459.265
8,1465.494
9,1469.079
10,1471.331
11,1476.378
12,1478.188
13,1481.295
14,1483.852
15,1487.122
16,1489.172
17,1490.539
18,1492.261
19,1493.043
20,1494.454
21,1496.376
22,1500.007
23,1502.347
24,1504.042
25,1505.791
26,1507.439
27,1508.456
28,1509.826
29,1513.308
30,1518.964
31,1522.083
32,1523.982
33,1525.999
34,1531.170
35,1534.430
36,1539.212
37,1548.083
38,1550.642
39,1554.285
40,1559.918
41,1565.717
42,1569.148
43,1572.400
44,1575.144
45,1579.312
46,1585.075
47,1589.839
48,1593.494
49,1597.997
50,1599.965
51,1602.272
52,1606.748
53,1610.630
54,1614.193
55,1620.473
56,1623.910
57,1628.588
58,1630.529
59,1633.919
60,1636.787
61,1639.259
62,1643.648
63,1648.215
64,1650.825
65,1654.411
66,1658.192
67,1660.399
68,1663.597
69,1667.370
70,1670.796
71,1673.790
72,1675.230
73,1677.714
74,1679.815
75,1682.932
76,1686.416
77,1688.700
78,1690.542
79,1693.092
80,1695.175
81,1698.789
82,1702.255
83,1705.708
84,1709.280
85,1715.084
86,1718.396
87,1729.603
88,1742.395
89,1755.536
90,1759.037
91,1772.379
92,1790.968
93,1810.556
94,1833.324
95,1853.272
96,1889.171
97,1925.657
98,2016.823
99,2068.115
