0,546.131
1,558.520
2,1024.987
3,1326.979
4,1349.189
5,1393.366
6,1397.369
7,1400.147
8,1401.763
9,1404.691
10,1410.073
11,1413.666
12,1415.126
13,1426.718
14,1432.478
15,1435.979
16,1437.807
17,1438.648
18,1439.986
19,1441.748
20,1445.366
21,1450.568
22,1452.582
23,1455.239
24,1457.022
25,1461.445
26,1466.423
27,1469.266
28,1475.348
29,1479.769
30,1483.040
31,1485.806
32,1489.305
33,1491.512
34,1495.043
35,1497.134
36,1499.606
37,1500.933
38,1503.933
39,1505.676
40,1508.106
41,1510.447
42,1513.326
43,1517.114
44,1520.528
45,1527.226
46,1530.371
47,1535.602
48,1541.338
49,1546.043
50,1549.138
51,1551.101
52,1553.054
53,1560.372
54,1572.102
55,1582.706
56,1590.719
57,1602.719
58,1608.044
59,1625.843
60,1650.359
61,1665.378
62,1679.591
63,1686.876
64,1692.927
65,1699.617
66,1712.159
67,1727.287
68,1733.413
69,1738.358
70,1743.461
71,1750.099
72,1759.653
73,1767.884
74,1774.902
75,1780.102
76,1786.226
77,1788.405
78,1790.325
79,1793.084
80,1796.290
81,1801.683
82,1805.370
83,1811.869
84,1815.482
85,1822.282
86,1829.908
87,1834.493
88,1837.419
89,1842.591
90,1845.907
91,1849.898
92,1858.156
93,1879.114
94,1893.478
95,1902.922
96,1908.395
97,1920.241
98,1942.443
99,1969.437
