0,3936.882
1,5287.101
2,5316.703
3,5344.914
4,5364.921
5,5380.961
6,5391.450
7,5402.131
8,5419.158
9,5432.428
10,5446.057
11,5461.976
12,5478.199
13,5493.775
14,5503.735
15,5518.587
16,5530.884
17,5539.037
18,5544.508
19,5552.879
20,5560.680
21,5567.967
22,5576.677
23,5585.897
24,5593.016
25,5602.545
26,5611.947
27,5621.462
28,5629.537
29,5637.553
30,5646.672
31,5652.736
32,5660.668
33,5668.212
34,5674.387
35,5681.423
36,5687.287
37,5694.517
38,5700.197
39,5706.211
40,5713.329
41,5722.945
42,5730.993
43,5737.047
44,5744.259
45,5750.828
46,5759.484
47,5766.373
48,5772.434
49,5778.507
50,5782.812
51,5788.608
52,5792.632
53,5797.521
54,5801.817
55,5806.484
56,5810.982
57,5815.640
58,5820.337
59,5825.964
60,5831.253
61,5835.935
62,5841.108
63,5845.914
64,5849.995
65,5855.827
66,5859.661
67,5864.528
68,5870.717
69,5874.920
70,5882.033
71,5887.988
72,5895.075
73,5900.947
74,5907.490
75,5914.601
76,5922.930
77,5931.882
78,5941.923
79,5953.434
80,5966.401
81,5980.746
82,5993.266
83,6004.644
84,6023.873
85,6042.705
86,6065.489
87,6091.861
88,6119.400
89,6151.789
90,6171.838
91,6192.536
92,6207.066
93,6218.416
94,6232.660
95,6254.384
96,6295.590
97,6326.497
98,6419.155
99,6590.197
